LOG1;TIPO_ACID;DATA_HORA;DIA_SEM;FERIDOS;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;TEMPO;NOITE_DIA;REGIAO
R TEN CEL FABRICIO PILAR;ABALROAMENTO;20131220 22:20;SEXTA-FEIRA;1;0;0;0;0;0;1;0;0;0;1;0;0;BOM;NOITE;LESTE
AV PRAIA DE BELAS;COLISAO;20131220 22:30;SEXTA-FEIRA;2;0;0;0;0;1;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
R ALBION;ABALROAMENTO;20131220 23:09;SEXTA-FEIRA;1;0;0;0;0;1;0;1;0;0;0;0;0;BOM;NOITE;LESTE
AV BENTO GONCALVES;COLISAO;20131221 00:20;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV OUTEIRO;COLISAO;20131221 03:20;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R SANTO ANTONIO;CHOQUE;20131221 04:00;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV DA CAVALHADA;ABALROAMENTO;20131221 04:50;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R CASEMIRO DE ABREU;ATROPELAMENTO;20131221 05:00;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV CEARA;ABALROAMENTO;20131221 06:45;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
ESTR JOAO DE OLIVEIRA REMIAO;ABALROAMENTO;20131221 06:55;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R COMENDADOR MANOEL PEREIRA;ABALROAMENTO;20131221 08:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV TERESOPOLIS;ABALROAMENTO;20131221 09:10;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;ABALROAMENTO;20131221 09:13;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BENNO MENTZ;ABALROAMENTO;20131221 09:30;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R CAIRU;ABALROAMENTO;20131221 10:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SERTORIO;ABALROAMENTO;20131221 10:09;SABADO;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R EDU CHAVES;CHOQUE;20131221 10:20;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV VEIGA;ABALROAMENTO;20131221 12:05;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R ERECHIM;CHOQUE;20131221 13:00;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV PROTASIO ALVES;COLISAO;20131221 13:20;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV MAUA;COLISAO;20131221 14:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R GEN RONDON;COLISAO;20131221 14:45;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV TERESOPOLIS;ABALROAMENTO;20131221 14:50;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV CEL APARICIO BORGES;ABALROAMENTO;20131221 15:00;SABADO;3;0;0;0;1;2;0;0;0;0;0;0;0;BOM;DIA;SUL
AV JOAO PESSOA;ATROPELAMENTO;20131221 15:30;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R VIDAL BARBOSA;ATROPELAMENTO;20131221 16:00;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PROTASIO ALVES;COLISAO;20131221 16:20;SABADO;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DR CECILIO MONZA;ABALROAMENTO;20131221 16:50;SABADO;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R MARCILIO DIAS;ABALROAMENTO;20131221 17:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;ABALROAMENTO;20131221 17:20;SABADO;1;0;0;0;5;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DR JOAO SIMPLICIO A DE CARVALHO;CHOQUE;20131221 17:35;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
LG VESPASIANO JULIO VEPPO;COLISAO;20131221 17:55;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R JOSE MADRID;ATROPELAMENTO;20131221 18:00;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R VALPARAISO;ATROPELAMENTO;20131221 18:32;SABADO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R ATILIO SUPERTTI;ABALROAMENTO;20131221 21:04;SABADO;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
R CEL MASSOT;ABALROAMENTO;20131221 22:40;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV BENJAMIN CONSTANT;ABALROAMENTO;20131221 23:00;SABADO;1;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R ARMANDO PEDRO DA ROZA;QUEDA;20131221 23:45;SABADO;2;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20131222 00:30;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV JUCA BATISTA;CHOQUE;20131222 02:45;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV IPIRANGA;CHOQUE;20131222 03:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R FELIPE NERI;CHOQUE;20131222 04:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV PROTASIO ALVES;CHOQUE;20131222 04:15;DOMINGO;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV EDUARDO PRADO;CHOQUE;20131222 04:25;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV IPIRANGA;ABALROAMENTO;20131222 09:00;DOMINGO;1;0;0;0;1;0;0;0;0;0;0;0;1;BOM;DIA;LESTE
R VALPARAISO;ABALROAMENTO;20131222 09:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DR OTAVIO SANTOS;COLISAO;20131222 10:15;DOMINGO;0;0;0;0;1;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV DA CAVALHADA;COLISAO;20131222 13:15;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
AV DR NILO PECANHA;COLISAO;20131222 13:50;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
ESTR JOAO PASSUELO;CHOQUE;20131222 15:30;DOMINGO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV ANTUNES RIBAS;CHOQUE;20131222 16:18;DOMINGO;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20131222 16:55;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;ABALROAMENTO;20131222 17:50;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DEZ DE MAIO;CHOQUE;20131222 18:00;DOMINGO;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;NOITE;NORTE
R DOS MAIAS;ABALROAMENTO;20131222 19:30;DOMINGO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
LG VESPASIANO JULIO VEPPO;COLISAO;20131222 20:00;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV SATURNINO DE BRITO;ABALROAMENTO;20131222 20:20;DOMINGO;2;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV AUGUSTO DE CARVALHO;COLISAO;20131222 22:10;DOMINGO;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;CENTRO
AV TERESOPOLIS;COLISAO;20131222 22:35;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV ALBERTO PASQUALINI;COLISAO;20131222 23:01;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R ERNESTO ALVES;ABALROAMENTO;20131222 23:42;DOMINGO;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
R VICENTE DA FONTOURA;ABALROAMENTO;20131223 00:15;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
R FLORINHA;ABALROAMENTO;20131223 03:10;SEGUNDA-FEIRA;3;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV BENTO GONCALVES;ABALROAMENTO;20131223 06:30;SEGUNDA-FEIRA;1;0;0;0;0;1;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV SERTORIO;ABALROAMENTO;20131223 08:00;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;NORTE
LG PRIMEIRO DE JUNHO;ABALROAMENTO;20131223 09:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
AV DA CAVALHADA;ABALROAMENTO;20131223 09:15;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;SUL
AV PROTASIO ALVES;COLISAO;20131223 09:20;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R VINTE CINCO DE FEVEREIRO;ABALROAMENTO;20131223 09:25;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20131223 09:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV SAO PEDRO;CHOQUE;20131223 10:18;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R SIQUEIRA CAMPOS;COLISAO;20131223 10:20;SEGUNDA-FEIRA;0;0;0;0;0;2;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV IPIRANGA;COLISAO;20131223 10:30;SEGUNDA-FEIRA;2;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV DA AZENHA;CHOQUE;20131223 10:46;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SATURNINO DE BRITO;ABALROAMENTO;20131223 10:50;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV BENTO GONCALVES;COLISAO;20131223 11:00;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV SERTORIO;COLISAO;20131223 11:18;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV EDUARDO PRADO;COLISAO;20131223 11:20;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;NUBLADO;DIA;SUL
ESTR DAS TRES MENINAS;ABALROAMENTO;20131223 11:32;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV CHUI;ABALROAMENTO;20131223 11:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV ASSIS BRASIL;ABALROAMENTO;20131223 12:00;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV EDGAR PIRES DE CASTRO;ABALROAMENTO;20131223 12:05;SEGUNDA-FEIRA;3;0;0;0;3;0;0;1;0;0;1;0;0;BOM;DIA;SUL
AV EDGAR PIRES DE CASTRO;COLISAO;20131223 12:20;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;1;0;0;0;0;BOM;DIA;SUL
AV FARRAPOS;ABALROAMENTO;20131223 12:20;SEGUNDA-FEIRA;1;0;0;0;0;0;0;1;0;0;1;0;0;BOM;DIA;NORTE
AV FERDINAND KISSLINGER;QUEDA;20131223 12:40;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
VDT LEONEL BRIZOLA;ABALROAMENTO;20131223 12:40;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R CORCOVADO;ABALROAMENTO;20131223 12:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
AV DO FORTE;ABALROAMENTO;20131223 12:47;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R MARIANTE;COLISAO;20131223 12:55;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;LESTE
R OSWALDO PEREIRA DE FREITAS;ABALROAMENTO;20131223 13:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R ALBION;COLISAO;20131223 13:00;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R COMENDADOR RODOLFO GOMES;COLISAO;20131223 13:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;SUL
AV IPIRANGA;COLISAO;20131223 13:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV PROTASIO ALVES;COLISAO;20131223 13:30;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV FARRAPOS;COLISAO;20131223 13:30;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DR NILO PECANHA;COLISAO;20131223 13:50;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV PROTASIO ALVES;ABALROAMENTO;20131223 14:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;LESTE
AV FARRAPOS;ABALROAMENTO;20131223 14:15;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;NORTE
R GARIBALDI;CHOQUE;20131223 14:30;SEGUNDA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV IPIRANGA;ABALROAMENTO;20131223 14:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV DR NILO PECANHA;COLISAO;20131223 14:50;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;LESTE
R JULIO VERNE;CHOQUE;20131223 14:50;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DA CAVALHADA;COLISAO;20131223 14:55;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV ASSIS BRASIL;COLISAO;20131223 15:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R GARIBALDI;CHOQUE;20131223 15:00;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV FERNANDO FERRARI;ABALROAMENTO;20131223 15:13;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;NORTE
R EUGENIO RODRIGUES;ATROPELAMENTO;20131223 15:45;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
TRAV HELENA SPEROTTO;ABALROAMENTO;20131223 16:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV BORGES DE MEDEIROS;ABALROAMENTO;20131223 16:20;SEGUNDA-FEIRA;0;0;0;0;0;1;0;1;0;0;0;0;0;NUBLADO;DIA;SUL
AV BORGES DE MEDEIROS;ABALROAMENTO;20131223 16:30;SEGUNDA-FEIRA;1;0;0;0;0;1;0;0;0;0;1;0;0;BOM;DIA;CENTRO
PCA JULIO DE CASTILHOS;ABALROAMENTO;20131223 17:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV BENTO GONCALVES;ABALROAMENTO;20131223 17:35;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20131223 17:40;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R JOSE DE ALENCAR;ABALROAMENTO;20131223 18:19;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;SUL
AV DA CAVALHADA;COLISAO;20131223 18:25;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;NUBLADO;NOITE;SUL
R MARQUES DO POMBAL;ABALROAMENTO;20131223 18:26;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV SERTORIO;COLISAO;20131223 19:10;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV PROF OSCAR PEREIRA;ABALROAMENTO;20131223 19:30;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV ENG ALFREDO CORREA DAUDT;ABALROAMENTO;20131223 19:40;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;NOITE;NORTE
AV PLINIO KROEFF;ABALROAMENTO;20131223 20:15;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;1;1;0;0;BOM;NOITE;NORTE
R PAISSANDU;EVENTUAL;20131223 21:00;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DR SEBASTIAO LEAO;ABALROAMENTO;20131224 01:40;TERCA-FEIRA;3;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
ESTR JOAO DE OLIVEIRA REMIAO;CHOQUE;20131224 05:25;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV JOSE BONIFACIO;CAPOTAGEM;20131224 06:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV SEVERO DULLIUS;COLISAO;20131224 06:25;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV JOSE BONIFACIO;ABALROAMENTO;20131224 06:30;TERCA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R FREI GERMANO;ABALROAMENTO;20131224 07:15;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV PROTASIO ALVES;COLISAO;20131224 07:17;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;1;1;0;0;BOM;DIA;LESTE
AV DA CAVALHADA;COLISAO;20131224 07:38;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SATURNINO DE BRITO;ABALROAMENTO;20131224 07:56;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R SAO MANOEL;COLISAO;20131224 08:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV CRISTOVAO COLOMBO;COLISAO;20131224 08:25;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV DA CAVALHADA;ABALROAMENTO;20131224 09:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV PLINIO BRASIL MILANO;ABALROAMENTO;20131224 09:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R JERONIMO COELHO;ABALROAMENTO;20131224 09:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ASSIS BRASIL;ABALROAMENTO;20131224 09:35;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV DA CAVALHADA;COLISAO;20131224 09:53;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV CEL GASTAO HASLOCHER MAZERON;COLISAO;20131224 10:29;TERCA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R ANITA GARIBALDI;ABALROAMENTO;20131224 10:30;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R BARAO DO AMAZONAS;COLISAO;20131224 10:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV SERTORIO;COLISAO;20131224 11:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R LIBERO BADARO;ABALROAMENTO;20131224 11:30;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
ESTR AFONSO LOURENCO MARIANTE;ABALROAMENTO;20131224 11:35;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV CARLOS GOMES;COLISAO;20131224 12:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R DOM VITAL;ABALROAMENTO;20131224 12:00;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
AV EDUARDO PRADO;CHOQUE;20131224 12:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV CRISTOVAO COLOMBO;ABALROAMENTO;20131224 12:10;TERCA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV SERTORIO;COLISAO;20131224 12:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BALTAZAR DE OLIVEIRA GARCIA;ABALROAMENTO;20131224 12:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PROF OSCAR PEREIRA;ABALROAMENTO;20131224 12:45;TERCA-FEIRA;0;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;SUL
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20131224 12:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV CARLOS GOMES;COLISAO;20131224 13:00;TERCA-FEIRA;0;0;0;0;2;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
R ANTONIO PELLIN;ABALROAMENTO;20131224 13:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;SUL
R ANITA GARIBALDI;ABALROAMENTO;20131224 14:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R ITAPEVA;COLISAO;20131224 14:20;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;NORTE
AV VICENTE MONTEGGIA;COLISAO;20131224 14:45;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV ASSIS BRASIL;ABALROAMENTO;20131224 14:50;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;2;0;0;0;BOM;DIA;NORTE
AV PADRE CACIQUE;COLISAO;20131224 14:50;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV WENCESLAU ESCOBAR;ABALROAMENTO;20131224 15:00;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV TULIO DE ROSE;ABALROAMENTO;20131224 15:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV CEL APARICIO BORGES;COLISAO;20131224 16:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R VINTE CINCO DE FEVEREIRO;COLISAO;20131224 17:04;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DOM PEDRO I;ABALROAMENTO;20131224 17:35;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PAULO GAMA;COLISAO;20131224 17:50;TERCA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;CENTRO
AV MAUA;ABALROAMENTO;20131224 18:30;TERCA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;NOITE;CENTRO
AV DA CAVALHADA;COLISAO;20131224 18:30;TERCA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV PROF OSCAR PEREIRA;ABALROAMENTO;20131224 19:18;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R RAMIRO BARCELOS;ABALROAMENTO;20131224 19:45;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
R OSWALDO PEREIRA DE FREITAS;ABALROAMENTO;20131224 20:20;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R JOSE DOMINGOS VARELLA;EVENTUAL;20131225 00:50;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV ASSIS BRASIL;ABALROAMENTO;20131225 01:00;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV IPIRANGA;ABALROAMENTO;20131225 02:30;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV ASSIS BRASIL;COLISAO;20131225 03:05;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
