LOG1;TIPO_ACID;DATA_HORA;DIA_SEM;FERIDOS;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;TEMPO;NOITE_DIA;REGIAO
R VALPARAISO;ABALROAMENTO;20130130 17:45;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;1;BOM;DIA;LESTE
AV VENANCIO AIRES;ABALROAMENTO;20130130 18:00;QUARTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;NOITE;CENTRO
R DONA TEODORA;ABALROAMENTO;20130130 18:29;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
AV MAUA;ABALROAMENTO;20130130 18:30;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
R DOMINGOS CRESCENCIO;COLISAO;20130130 19:30;QUARTA-FEIRA;1;0;0;0;3;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV PROTASIO ALVES;ATROPELAMENTO;20130130 21:00;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R CARLOS VON KOSERITZ;ABALROAMENTO;20130130 21:30;QUARTA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV CRISTOVAO COLOMBO;COLISAO;20130130 21:30;QUARTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R ROQUE CALAGE;ABALROAMENTO;20130131 01:06;QUINTA-FEIRA;1;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R MANOEL BITENCOURT;TOMBAMENTO;20130131 04:50;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV PROF OSCAR PEREIRA;CHOQUE;20130131 07:28;QUINTA-FEIRA;0;0;0;0;0;0;0;1;0;0;0;0;0;BOM;DIA;SUL
AV FRANCISCO SILVEIRA BITENCOURT;ABALROAMENTO;20130131 07:30;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV BALTAZAR DE OLIVEIRA GARCIA;CHOQUE;20130131 07:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SERTORIO;ABALROAMENTO;20130131 07:44;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R AURELIO PORTO;COLISAO;20130131 07:45;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R BOM JESUS;ABALROAMENTO;20130131 08:00;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R RIACHUELO;QUEDA;20130131 08:00;QUINTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
ESTR GEDEON LEITE;CAPOTAGEM;20130131 08:40;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R CARLOS VON KOSERITZ;ABALROAMENTO;20130131 08:40;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R DESEMBARGADOR HUGO CANDAL;EVENTUAL;20130131 09:00;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV SERTORIO;CHOQUE;20130131 09:30;QUINTA-FEIRA;1;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R VINTE QUATRO DE OUTUBRO;CHOQUE;20130131 09:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R ANITA GARIBALDI;ABALROAMENTO;20130131 10:05;QUINTA-FEIRA;0;0;0;0;0;0;1;0;0;0;1;0;0;BOM;DIA;LESTE
AV IPIRANGA;COLISAO;20130131 10:05;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PRAIA DE BELAS;ATROPELAMENTO;20130131 10:40;QUINTA-FEIRA;0;0;1;1;0;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV PROTASIO ALVES;COLISAO;20130131 10:45;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV SERTORIO;COLISAO;20130131 10:54;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV CRISTOVAO COLOMBO;ABALROAMENTO;20130131 10:55;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VALPARAISO;ABALROAMENTO;20130131 11:10;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R FELIZARDO;ABALROAMENTO;20130131 11:15;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ERNESTO NEUGEBAUER;ABALROAMENTO;20130131 11:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R PROF FREITAS E CASTRO;ABALROAMENTO;20130131 11:40;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
AV BORGES DE MEDEIROS;ABALROAMENTO;20130131 11:40;QUINTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PRESIDENTE CASTELO BRANCO;COLISAO;20130131 11:55;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV VICENTE MONTEGGIA;ABALROAMENTO;20130131 12:03;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R SYLVIO TORRES;ABALROAMENTO;20130131 12:10;QUINTA-FEIRA;1;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;LESTE
AV PROF PAULA SOARES;ABALROAMENTO;20130131 12:20;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R PEREIRA FRANCO;ABALROAMENTO;20130131 12:25;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SERTORIO;COLISAO;20130131 12:50;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VALPARAISO;COLISAO;20130131 13:00;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R JACOB VONTOBEL;COLISAO;20130131 13:10;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R GEN LIMA E SILVA;COLISAO;20130131 13:15;QUINTA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV VICENTE MONTEGGIA;ABALROAMENTO;20130131 13:40;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV BENTO GONCALVES;ABALROAMENTO;20130131 13:50;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
VDT OTAVIO ROCHA;COLISAO;20130131 14:00;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ANTONIO CARVALHO;COLISAO;20130131 14:20;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DA VARZEA;CHOQUE;20130131 14:30;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R RAMIRO BARCELOS;ABALROAMENTO;20130131 14:30;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R FELIPE DE OLIVEIRA;COLISAO;20130131 14:42;QUINTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;LESTE
R FELIX DA CUNHA;ABALROAMENTO;20130131 14:45;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R JOAQUIM SILVEIRA;CHOQUE;20130131 15:00;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PALMEIRA;ABALROAMENTO;20130131 15:15;QUINTA-FEIRA;1;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20130131 15:28;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R FELIZARDO;ABALROAMENTO;20130131 15:45;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV MAUA;COLISAO;20130131 15:45;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV BENTO GONCALVES;COLISAO;20130131 16:00;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R SILVEIRO;ABALROAMENTO;20130131 16:00;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
AV PROTASIO ALVES;COLISAO;20130131 16:30;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV DA CAVALHADA;COLISAO;20130131 16:45;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV PAULO GAMA;COLISAO;20130131 16:55;QUINTA-FEIRA;0;0;0;0;2;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PROTASIO ALVES;ABALROAMENTO;20130131 17:00;QUINTA-FEIRA;0;0;0;0;2;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ASSIS BRASIL;ABALROAMENTO;20130131 17:00;QUINTA-FEIRA;0;0;0;0;0;0;0;1;0;0;1;0;0;BOM;DIA;NORTE
AV PRESIDENTE CASTELO BRANCO;COLISAO;20130131 17:25;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20130131 17:30;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV OTTO NIEMEYER;QUEDA;20130131 17:30;QUINTA-FEIRA;1;0;0;0;0;0;0;1;0;0;0;0;0;BOM;DIA;SUL
AV IPIRANGA;ABALROAMENTO;20130131 17:45;QUINTA-FEIRA;1;0;0;0;0;0;0;0;1;0;1;0;0;BOM;DIA;CENTRO
R SOUZA REIS;COLISAO;20130131 18:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R TAQUARY;CHOQUE;20130131 18:30;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R DR FLORES;ABALROAMENTO;20130131 18:43;QUINTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV RODRIGUES DA FONSECA;CHOQUE;20130131 19:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R DONA ALZIRA;ABALROAMENTO;20130131 19:10;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
R DR CAMPOS VELHO;ABALROAMENTO;20130131 19:30;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV SERTORIO;ATROPELAMENTO;20130131 19:50;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV JULIO DE CASTILHOS;ABALROAMENTO;20130131 19:50;QUINTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;CENTRO
AV ICARAI;COLISAO;20130131 20:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
R URSA MAIOR;QUEDA;20130131 20:15;QUINTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
R PANAMA;ATROPELAMENTO;20130131 20:30;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV BALTAZAR DE OLIVEIRA GARCIA;COLISAO;20130131 20:35;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R GEN COUTO DE MAGALHAES;ABALROAMENTO;20130131 21:40;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV PROF OSCAR PEREIRA;ABALROAMENTO;20130131 22:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV PROF OSCAR PEREIRA;ABALROAMENTO;20130131 22:35;QUINTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;NOITE;SUL
AV JOAO WALLIG;CHOQUE;20130201 03:15;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV JOAO PESSOA;ABALROAMENTO;20130201 04:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV SERTORIO;CHOQUE;20130201 05:20;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV SERTORIO;ABALROAMENTO;20130201 06:48;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV CAPIVARI;ABALROAMENTO;20130201 07:00;SEXTA-FEIRA;1;0;0;0;0;0;0;1;0;0;0;0;1;BOM;DIA;SUL
AV SERTORIO;COLISAO;20130201 07:35;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R JORGE MELLO GUIMARAES;ABALROAMENTO;20130201 07:55;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV CEARA;ABALROAMENTO;20130201 08:15;SEXTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
AV ANTONIO GIUDICE;COLISAO;20130201 08:25;SEXTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;LESTE
AV BRASILIANO INDIO DE MORAES;COLISAO;20130201 08:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV CEARA;COLISAO;20130201 08:30;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;COLISAO;20130201 08:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20130201 08:50;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R ZEFERINO DIAS;COLISAO;20130201 09:05;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VOLUNTARIOS DA PATRIA;COLISAO;20130201 09:30;SEXTA-FEIRA;0;0;0;0;4;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;ABALROAMENTO;20130201 09:50;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R CAIRU;ABALROAMENTO;20130201 10:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VINTE QUATRO DE OUTUBRO;COLISAO;20130201 10:35;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV FARRAPOS;COLISAO;20130201 10:50;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV JOAO PESSOA;COLISAO;20130201 10:50;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV ASSIS BRASIL;COLISAO;20130201 11:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV NEUSA GOULART BRIZOLA;COLISAO;20130201 11:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV LAGEADO;COLISAO;20130201 12:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV EDGAR PIRES DE CASTRO;ABALROAMENTO;20130201 13:00;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
R CATARINO ANDREATTA;ABALROAMENTO;20130201 13:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV VIENA;ABALROAMENTO;20130201 13:45;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R BOM JESUS;ABALROAMENTO;20130201 14:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R VICENTE DA FONTOURA;COLISAO;20130201 14:00;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R WASHINGTON LUIZ;ABALROAMENTO;20130201 14:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PADRE CACIQUE;EVENTUAL;20130201 14:05;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV TERESOPOLIS;ABALROAMENTO;20130201 14:15;SEXTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;ABALROAMENTO;20130201 14:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;1;BOM;DIA;NORTE
AV BENTO GONCALVES;COLISAO;20130201 14:40;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV CARNEIRO DA FONTOURA;CHOQUE;20130201 14:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R LUZITANA;COLISAO;20130201 15:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BENTO GONCALVES;COLISAO;20130201 15:10;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R OSWALDO PEREIRA DE FREITAS;ABALROAMENTO;20130201 15:15;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R FREDERICO MENTZ;ABALROAMENTO;20130201 15:15;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PLINIO BRASIL MILANO;ABALROAMENTO;20130201 15:25;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV CRISTOVAO COLOMBO;COLISAO;20130201 15:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV SERTORIO;ABALROAMENTO;20130201 16:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R PAISSANDU;ABALROAMENTO;20130201 16:00;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV JOSE BONIFACIO;COLISAO;20130201 16:20;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV FARRAPOS;COLISAO;20130201 16:30;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;1;0;0;0;BOM;DIA;NORTE
R DONA LEONOR;CHOQUE;20130201 16:40;SEXTA-FEIRA;2;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ASSIS BRASIL;ABALROAMENTO;20130201 17:15;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20130201 17:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DR PEREIRA NETO;ABALROAMENTO;20130201 17:50;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV FARRAPOS;COLISAO;20130201 18:18;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
R ENG ANTONIO CARLOS TIBIRICA;COLISAO;20130201 18:30;SEXTA-FEIRA;2;0;0;0;3;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
R VICENTE DA FONTOURA;COLISAO;20130201 18:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
LG VESPASIANO JULIO VEPPO;ABALROAMENTO;20130201 18:40;SEXTA-FEIRA;0;0;0;0;0;2;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV PROTASIO ALVES;ABALROAMENTO;20130201 18:45;SEXTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;NOITE;LESTE
AV VICENTE MONTEGGIA;ATROPELAMENTO;20130201 18:50;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R BARAO DO GRAVATAI;ABALROAMENTO;20130201 20:05;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
R EUDORO BERLINK;ABALROAMENTO;20130201 20:20;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV IPIRANGA;COLISAO;20130201 20:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV JUCA BATISTA;ATROPELAMENTO;20130201 21:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R FREDERICO MENTZ;ABALROAMENTO;20130201 21:40;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
R VALPARAISO;ABALROAMENTO;20130201 22:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV INDEPENDENCIA;ABALROAMENTO;20130201 23:00;SEXTA-FEIRA;1;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV CRISTOVAO COLOMBO;ABALROAMENTO;20130201 23:15;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R NELSON ZANG;CHOQUE;20130202 01:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV MONTE CRISTO;ABALROAMENTO;20130202 01:10;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV SILVADO;ABALROAMENTO;20130202 03:00;SABADO;1;0;0;0;0;1;0;0;0;0;1;0;0;BOM;NOITE;LESTE
TUN NS DA CONCEICAO-ELEVADAS;COLISAO;20130202 08:20;SABADO;0;0;0;0;0;1;0;1;0;0;0;0;0;BOM;DIA;CENTRO
AV FARRAPOS;ABALROAMENTO;20130202 08:30;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
LG VESPASIANO JULIO VEPPO;ABALROAMENTO;20130202 08:30;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R VOLUNTARIOS DA PATRIA;COLISAO;20130202 09:10;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV TERESOPOLIS;ABALROAMENTO;20130202 09:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R PROF ANNES DIAS;ABALROAMENTO;20130202 09:25;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R DOMINGOS CRESCENCIO;ABALROAMENTO;20130202 11:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R SAO MANOEL;EVENTUAL;20130202 11:30;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R SANTA TEREZINHA;EVENTUAL;20130202 12:05;SABADO;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R PEDRO VELHO;EVENTUAL;20130202 12:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;COLISAO;20130202 12:47;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
R NOVE DE JUNHO;CHOQUE;20130202 13:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BALTAZAR DE OLIVEIRA GARCIA;COLISAO;20130202 13:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20130202 14:26;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV VICENTE MONTEGGIA;ABALROAMENTO;20130202 15:50;SABADO;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV GUAIBA;QUEDA;20130202 16:19;SABADO;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R FRANCISCO PINTO DA FONTOURA;COLISAO;20130202 17:05;SABADO;0;0;0;0;0;1;0;1;0;0;0;0;0;BOM;DIA;NORTE
R JOAO PARIS;CHOQUE;20130202 18:00;SABADO;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV FARRAPOS;ABALROAMENTO;20130202 18:00;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
R DA FONTE;ABALROAMENTO;20130202 18:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV IPIRANGA;CHOQUE;20130202 18:15;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
ESTR CRISTIANO KRAEMER;ABALROAMENTO;20130202 19:15;SABADO;1;0;0;0;0;0;0;0;0;0;2;0;0;BOM;NOITE;SUL
AV BENTO GONCALVES;COLISAO;20130202 20:40;SABADO;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
ESTR RETIRO DA PONTA GROSSA;COLISAO;20130202 21:30;SABADO;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
R MARQUES DO HERVAL;ABALROAMENTO;20130202 21:30;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV TOLEDO PIZA;CHOQUE;20130202 21:35;SABADO;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;NORTE
R RODRIGO PAVAN;CHOQUE;20130202 22:00;SABADO;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;SUL
R TREZE DE SETEMBRO;QUEDA;20130202 22:23;SABADO;0;0;1;1;0;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
